source_pricelist,source_page,source_line,section,context,product_name,article_number,dimensions_mm,weight_kg,price_eur_ex_vat,eur_usd_rate,price_usd_ex_vat,price_usd_rounded,retail_suffix_note,new_product_marker,raw_line
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,63,INVERTER/CHARGERS,MultiPlus,MultiPlus 48/5000/70-100,PMP485021010,444 x 328 x 240,30.0,1239.00,1.1461,1420.02,1420,,,"MultiPlus 48/5000/70-100 PMP485021010 444 x 328 x 240 √ √ 30 € 1.239,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,64,INVERTER/CHARGERS,MultiPlus,Multi RS Solar 48/6000/100-450/100,PMR482602020,425 x 440 x 125,12.0,1635.00,1.1461,1873.87,1874,,,"Multi RS Solar 48/6000/100-450/100 PMR482602020 425 x 440 x 125 √ 12 € 1.635,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,65,INVERTER/CHARGERS,MultiPlus,MultiPlus-II 48/8000/110-100,PMP482805000,642 x 363 x 206,42.0,1551.00,1.1461,1777.60,1778,,,"MultiPlus-II 48/8000/110-100 PMP482805000 642 x 363 x 206 √ √ 42 € 1.551,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,66,INVERTER/CHARGERS,MultiPlus,MultiPlus-II 48/10000/140-100,PMP483105000,677 x 363 x 206,49.0,1853.00,1.1461,2123.72,2124,,,"MultiPlus-II 48/10000/140-100 PMP483105000 677 x 363 x 206 √ √ 49 € 1.853,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,67,INVERTER/CHARGERS,MultiPlus,MultiPlus-II 48/15000/200-100,PMP483150000,810 x 404 x 210,75.0,2585.00,1.1461,2962.67,2963,,,"MultiPlus-II 48/15000/200-100 PMP483150000 810 x 404 x 210 √ √ 75 € 2.585,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,69,INVERTER/CHARGERS,MultiPlus,Quattro 48/5000/70-100/100,QUA485021010,444 x 328 x 240,29.0,1764.00,1.1461,2021.72,2022,,,"Quattro 48/5000/70-100/100 QUA485021010 444 x 328 x 240 √ √ 29 € 1.764,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,70,INVERTER/CHARGERS,MultiPlus,Quattro-II 48/5000/70-50/50,QUA482504010,565 x 320 x 149,31.0,1191.00,1.1461,1365.01,1365,,,"Quattro-II 48/5000/70-50/50 QUA482504010 565 x 320 x 149 √ √ 31 € 1.191,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,71,INVERTER/CHARGERS,MultiPlus,Quattro 48/8000/110-100/100,QUA488024000,470 x 350 x 280,41.0,1996.00,1.1461,2287.62,2288,,,"Quattro 48/15000/200 Quattro 48/8000/110-100/100 QUA488024000 470 x 350 x 280 √ √ 41 € 1.996,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,72,INVERTER/CHARGERS,MultiPlus,Quattro 48/10000/140-100/100,QUA481030010,470 x 350 x 280,45.0,2385.00,1.1461,2733.45,2733,,,"Quattro 48/10000/140-100/100 QUA481030010 470 x 350 x 280 √ √ 45 € 2.385,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,73,INVERTER/CHARGERS,MultiPlus,Quattro 48/15000/200-100/100,QUA483150000,572 x 488 x 344,72.0,3133.00,1.1461,3590.73,3591,,,"Quattro 48/15000/200-100/100 QUA483150000 572 x 488 x 344 √ √ 72 € 3.133,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,75,INVERTER/CHARGERS,MultiPlus,MultiPlus 48/20k/250-100,PMC483200400,572 x 488 x 344,70.0,3048.00,1.1461,3493.31,3493,,yes,"MultiPlus 48/20k/250-100 PMC483200400 572 x 488 x 344 √  √ 70 € 3.048,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,77,INVERTER/CHARGERS,MultiPlus,EasyPlus C 12/1600/70-16,CEP122160000,510 x 214 x 110,11.0,871.00,1.1461,998.25,998,,,"EasyPlus C 12/1600/70-16 CEP122160000 510 x 214 x 110 √ √ 11 € 871,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,81,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,EasySolar 12/1600/70-16 MPPT 100/50,CEP122161000,745 x 214 x 110,12.0,1140.00,1.1461,1306.55,1307,,,"EasySolar 12/1600/70-16 MPPT 100/50 CEP122161000 745 x 214 x 110 √ √ 12 € 1.140,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,82,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,EasySolar 24/1600/40-16 MPPT 100/50,CEP242161010,745 x 214 x 110,12.0,1140.00,1.1461,1306.55,1307,,,"EasySolar 24/1600/40-16 MPPT 100/50 CEP242161010 745 x 214 x 110 √ √ 12 € 1.140,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,83,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,EasySolar-II 24/3000/70-32 MPPT 250/70 GX,PMP242307010,499 x 268 x 237,26.0,1278.00,1.1461,1464.72,1465,,,"EasySolar-II 24/3000/70-32 MPPT 250/70 GX PMP242307010 499 x 268 x 237 √ √ 26 € 1.278,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,84,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,EasySolar-II 48/3000/35-32 MPPT 250/70 GX,PMP482307010,499 x 268 x 237,26.0,1278.00,1.1461,1464.72,1465,,,"EasySolar-II 48/3000/35-32 MPPT 250/70 GX PMP482307010 499 x 268 x 237 √ √ 26 € 1.278,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,85,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,EasySolar-II 48/5000/70-50 MPPT 250/100 GX,PMP482507010,604 x 323 x 253,39.0,1803.00,1.1461,2066.42,2066,,,"EasySolar-II 48/5000/70-50 MPPT 250/100 GX PMP482507010 604 x 323 x 253 √ √ 39 € 1.803,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,3,87,INVERTER/CHARGERS OPTIMISED FOR SELF CONSUMPTION / HOME STORAGE,,VE.Bus Smart dongle,ASS030537010,,,100.00,1.1461,114.61,115,,,"VE.Bus Smart dongle ASS030537010 √ € 100,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,11,INVERTERS 120V,VE.Bus,Inverter 12/250 VE.Direct NEMA 5-15R,PIN122510500,86 x 165 x 260,2.4,93.00,1.1461,106.59,107,,,"Inverter 12/250 VE.Direct NEMA 5-15R PIN122510500 86 x 165 x 260 √ 2,4 € 93,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,12,INVERTERS 120V,VE.Bus,Inverter 12/375 VE.Direct NEMA 5-15R,PIN123750500,86 x 165 x 260,3.0,113.00,1.1461,129.51,130,,,"Inverter 12/375 VE.Direct NEMA 5-15R PIN123750500 86 x 165 x 260 √ 3,0 € 113,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,13,INVERTERS 120V,VE.Bus,Inverter 12/500 VE.Direct NEMA 5-15R,PIN125010500,86 x 172 x 275,3.9,142.00,1.1461,162.75,163,,,"Inverter 12/500 VE.Direct NEMA 5-15R PIN125010500 86 x 172 x 275 √ 3,9 € 142,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,14,INVERTERS 120V,VE.Bus,Inverter 12/800 VE.Direct NEMA 5-15R,PIN121800500,105 x 216 x 305,5.5,231.00,1.1461,264.75,265,,,"Inverter 12/800 VE.Direct NEMA 5-15R PIN121800500 105 x 216 x 305 √ 5,5 € 231,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,15,INVERTERS 120V,VE.Bus,Inverter 12/1200 VE.Direct NEMA 5-15R,PIN122122500,117 x 232 x 362,8.5,285.00,1.1461,326.64,327,,,"Inverter 12/375 VE.Direct Inverter 12/1200 VE.Direct NEMA 5-15R PIN122122500 117 x 232 x 362 √ 8,5 € 285,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,16,INVERTERS 120V,VE.Bus,Inverter 12/1600 VE.Direct NEMA 5-15R,PIN122161500,117 x 231 x 395,9.0,333.00,1.1461,381.65,382,,,"Inverter 12/1600 VE.Direct NEMA 5-15R PIN122161500 117 x 231 x 395 √ 9,0 € 333,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,17,INVERTERS 120V,VE.Bus,Inverter 12/250 VE.Direct NEMA GFCI (UL 458),PIN122510510,86 x 165 x 260,2.4,101.00,1.1461,115.76,116,,,"Inverter 12/250 VE.Direct NEMA GFCI (UL 458) PIN122510510 86 x 165 x 260 √ 2,4 € 101,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,18,INVERTERS 120V,VE.Bus,Inverter 12/375 VE.Direct NEMA GFCI (UL 458),PIN123750510,86 x 165 x 260,3.0,123.00,1.1461,140.97,141,,,"Inverter 12/375 VE.Direct NEMA GFCI (UL 458) PIN123750510 86 x 165 x 260 √ 3,0 € 123,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,19,INVERTERS 120V,VE.Bus,Inverter 12/500 VE.Direct NEMA GFCI (UL 458),PIN125010510,86 x 172 x 275,3.9,153.00,1.1461,175.35,175,,,"Inverter 12/500 VE.Direct NEMA GFCI (UL 458) PIN125010510 86 x 172 x 275 √ 3,9 € 153,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,20,INVERTERS 120V,VE.Bus,Inverter 12/800 VE.Direct NEMA GFCI (UL 458),PIN121800510,105 x 216 x 305,5.5,250.00,1.1461,286.52,287,,,"Inverter 12/800 VE.Direct NEMA GFCI (UL 458) PIN121800510 105 x 216 x 305 √ 5,5 € 250,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,21,INVERTERS 120V,VE.Bus,Inverter 12/1200 VE.Direct NEMA GFCI (UL 458),PIN122122510,117 x 232 x 362,8.5,293.00,1.1461,335.81,336,,,"Inverter 12/1200 VE.Direct NEMA GFCI (UL 458) PIN122122510 117 x 232 x 362 √ 8,5 € 293,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,22,INVERTERS 120V,VE.Bus,Inverter 24/250 VE.Direct NEMA 5-15R,PIN242510500,86 x 165 x 260,2.4,98.00,1.1461,112.32,112,,,"Inverter 24/250 VE.Direct NEMA 5-15R PIN242510500 86 x 165 x 260 √ 2,4 € 98,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,23,INVERTERS 120V,VE.Bus,Inverter 24/375 VE.Direct NEMA 5-15R,PIN241370500,86 x 165 x 260,3.0,120.00,1.1461,137.53,138,,,"Inverter 24/375 VE.Direct NEMA 5-15R PIN241370500 86 x 165 x 260 √ 3,0 € 120,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,24,INVERTERS 120V,VE.Bus,Inverter 24/500 VE.Direct NEMA 5-15R,PIN245010500,86 x 172 x 275,3.9,150.00,1.1461,171.91,172,,,"Inverter 24/500 VE.Direct NEMA 5-15R PIN245010500 86 x 172 x 275 √ 3,9 € 150,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,25,INVERTERS 120V,VE.Bus,Inverter 24/800 VE.Direct NEMA 5-15R,PIN241800500,105 x 216 x 305,5.5,218.00,1.1461,249.85,250,,,"NEMA 5-15R Inverter 24/800 VE.Direct NEMA 5-15R PIN241800500 105 x 216 x 305 √ 5,5 € 218,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,26,INVERTERS 120V,VE.Bus,Inverter 24/1200 VE.Direct NEMA 5-15R,PIN242122500,117 x 232 x 327,7.4,322.00,1.1461,369.04,369,,,"Inverter 24/1200 VE.Direct NEMA 5-15R PIN242122500 117 x 232 x 327 √ 7,4 € 322,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,27,INVERTERS 120V,VE.Bus,Inverter 24/1600 VE.Direct NEMA 5-15R,PIN242161500,117 x 232 x 327,8.0,356.00,1.1461,408.01,408,,,"Inverter 24/1600 VE.Direct NEMA 5-15R PIN242161500 117 x 232 x 327 √ 8,0 € 356,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,29,INVERTERS 120V,VE.Bus,Inverter 24/250 VE.Direct NEMA GFCI (UL 458),PIN242510510,86 x 165 x 260,2.4,101.00,1.1461,115.76,116,,,"Inverter 24/250 VE.Direct NEMA GFCI (UL 458) PIN242510510 86 x 165 x 260 √ 2,4 € 101,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,30,INVERTERS 120V,VE.Bus,Inverter 24/500 VE.Direct NEMA GFCI (UL 458),PIN245010510,86 x 172 x 275,3.9,153.00,1.1461,175.35,175,,,"Inverter 24/500 VE.Direct NEMA GFCI (UL 458) PIN245010510 86 x 172 x 275 √ 3,9 € 153,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,31,INVERTERS 120V,VE.Bus,Inverter 24/800 VE.Direct NEMA GFCI (UL 458),PIN241800510,105 x 216 x 305,5.5,212.00,1.1461,242.97,243,,,"Inverter 24/800 VE.Direct NEMA GFCI (UL 458) PIN241800510 105 x 216 x 305 √ 5,5 € 212,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,32,INVERTERS 120V,VE.Bus,Inverter 24/1200 VE.Direct NEMA GFCI (UL 458),PIN242122510,117 x 232 x 327,7.4,334.00,1.1461,382.80,383,,,"NEMA GFCI Inverter 24/1200 VE.Direct NEMA GFCI (UL 458) PIN242122510 117 x 232 x 327 √ 7,4 € 334,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,34,INVERTERS 120V,VE.Bus,Inverter 48/250 VE.Direct NEMA 5-15R,PIN482510500,86 x 165 x 260,2.4,103.00,1.1461,118.05,118,,,"Inverter 48/250 VE.Direct NEMA 5-15R PIN482510500 86 x 165 x 260 √ 2,4 € 103,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,35,INVERTERS 120V,VE.Bus,Inverter 48/375 VE.Direct NEMA 5-15R,PIN483750500,86 x 165 x 260,3.0,126.00,1.1461,144.41,144,,,"Inverter 48/375 VE.Direct NEMA 5-15R PIN483750500 86 x 165 x 260 √ 3,0 € 126,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,36,INVERTERS 120V,VE.Bus,Inverter 48/500 VE.Direct NEMA 5-15R,PIN485010500,86 x 172 x 275,3.9,150.00,1.1461,171.91,172,,,"Inverter 48/500 VE.Direct NEMA 5-15R PIN485010500 86 x 172 x 275 √ 3,9 € 150,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,37,INVERTERS 120V,VE.Bus,Inverter 48/800 VE.Direct NEMA 5-15R,PIN481800500,105 x 216 x 305,5.5,256.00,1.1461,293.40,293,,,"Inverter 48/800 VE.Direct NEMA 5-15R PIN481800500 105 x 216 x 305 √ 5,5 € 256,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,38,INVERTERS 120V,VE.Bus,Inverter 48/1200 VE.Direct NEMA 5-15R,PIN482122500,117 x 232 x 327,7.4,322.00,1.1461,369.04,369,,,"Inverter 48/1200 VE.Direct NEMA 5-15R PIN482122500 117 x 232 x 327 √ 7,4 € 322,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,39,INVERTERS 120V,VE.Bus,Inverter 48/1600 120V VE.Direct NEMA 5-15R,PIN482161500,117 x 231 x 365,9.0,356.00,1.1461,408.01,408,,yes,"Inverter 48/1600 120V VE.Direct NEMA 5-15R PIN482161500 117 x 231 x 365 √  9,0 € 356,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,40,INVERTERS 120V,VE.Bus,Inverter 48/1200 VE.Direct NEMA GFCI (UL 458),PIN482122510,117 x 232 x 327,7.4,334.00,1.1461,382.80,383,,,"Inverter 48/1200 VE.Direct NEMA GFCI (UL 458) PIN482122510 117 x 232 x 327 √ 7,4 € 334,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,41,INVERTERS 120V,VE.Bus,Inverter 12/3000,PIN123020100,362 x 258 x 218,18.0,1056.00,1.1461,1210.28,1210,,,"Inverter 12/3000 PIN123020100 362 x 258 x 218 √ √ 18 € 1.056,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,43,INVERTERS 120V,Inverter 24/3000,Inverter 24/3000,PIN243020100,362 x 258 x 218,18.0,1056.00,1.1461,1210.28,1210,,,"Inverter 24/3000 PIN243020100 362 x 258 x 218 √ √ 18 € 1.056,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,45,INVERTER/CHARGERS 120V,,MultiPlus 12/500/20-16 120V VE.Bus,PMP121500100,311 x 182 x 100,4.4,283.00,1.1461,324.35,324,,,"MultiPlus 12/500/20-16 120V VE.Bus PMP121500100 311 x 182 x 100 √ √ 4,4 € 283,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,46,INVERTER/CHARGERS 120V,,MultiPlus 12/800/35-16,PMP121800100,360 x 240 x 100,6.5,364.00,1.1461,417.18,417,,,"MultiPlus 12/800/35-16 PMP121800100 360 x 240 x 100 √ √ 6,5 € 364,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,47,INVERTER/CHARGERS 120V,,MultiPlus 12/1200/50-16 120V VE.Bus,PMP122120100,406 x 250 x 100,8.2,446.00,1.1461,511.16,511,,,"MultiPlus 12/1200/50-16 120V VE.Bus PMP122120100 406 x 250 x 100 √ √ 8,2 € 446,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,48,INVERTER/CHARGERS 120V,,MultiPlus C 12/2000/80-50 120V (UL 458),CMP122200102,520 x 255 x 125,13.0,965.00,1.1461,1105.99,1106,,,"MultiPlus C 12/2000/80-50 120V (UL 458) CMP122200102 520 x 255 x 125 √ √ 13 € 965,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,49,INVERTER/CHARGERS 120V,,MultiPlus 12/2000/80-50 120V (UL 458),PMP122200102,506 x 234 x 147,15.0,920.00,1.1461,1054.41,1054,,,"MultiPlus 12/2000/80-50 120V (UL 458) PMP122200102 506 x 234 x 147 √ √ 15 € 920,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,50,INVERTER/CHARGERS 120V,,MultiPlus 12/3000/120-50 120V VE.Bus,PMP123021102,362 x 258 x 218,18.0,1071.00,1.1461,1227.47,1227,,yes,"MultiPlus 12/3000/120-50 120V VE.Bus PMP123021102 362 x 258 x 218 √  √ 18 € 1.071,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,51,INVERTER/CHARGERS 120V,,MultiPlus 12/3000/120-50 120V (UL 1741 and 458),PMP122301102,362 x 258 x 218,18.0,1247.00,1.1461,1429.19,1429,,,"MultiPlus 12/3000/120-50 120V (UL 1741 and 458) PMP122301102 362 x 258 x 218 √ √ 18 € 1.247,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,52,INVERTER/CHARGERS 120V,,MultiPlus-II 12/3000/120-50 120V,PMP122305120,578 x 277 x 148,19.0,905.00,1.1461,1037.22,1037,,yes,"MultiPlus-II 12/3000/120-50 120V PMP122305120 578 x 277 x 148 √  √ 19 May € 905,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,53,INVERTER/CHARGERS 120V,,MultiPlus-II 12/3000/120-50 120V (UL458),PMP122305122,578 x 277 x 148,19.0,970.00,1.1461,1111.72,1112,,,"MultiPlus-II 2x120V MultiPlus-II 12/3000/120-50 120V (UL458) PMP122305122 578 x 277 x 148 √ √ 19 € 970,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,54,INVERTER/CHARGERS 120V,,MultiPlus-II 12/3000/120-50 2x120V,PMP122305100,578 x 277 x 148,22.0,995.00,1.1461,1140.37,1140,,yes,"MultiPlus-II 12/3000/120-50 2x120V PMP122305100 578 x 277 x 148 √  √ 22 May € 995,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,55,INVERTER/CHARGERS 120V,,MultiPlus-II 12/3000/120-50 2x120V (UL 458),PMP122305102,578 x 277 x 148,22.0,1048.00,1.1461,1201.11,1201,,,"MultiPlus-II 12/3000/120-50 2x120V (UL 458) PMP122305102 578 x 277 x 148 √ √ 22 € 1.048,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,56,INVERTER/CHARGERS 120V,,MultiPlus-II 12/4k/160-50 120V,PMP122405100,639 x 277 x 164,22.0,1143.00,1.1461,1309.99,1310,,yes,"MultiPlus-II 12/4k/160-50 120V PMP122405100 639 x 277 x 164 √  √ 22 April € 1.143,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,57,INVERTER/CHARGERS 120V,,MultiPlus-II 12/4k/160-50 2x120V,PMP122405200,659 x 277 x 166,22.0,1238.00,1.1461,1418.87,1419,,yes,"MultiPlus-II 12/4k/160-50 2x120V PMP122405200 659 x 277 x 166 √  √ 22 April € 1.238,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,58,INVERTER/CHARGERS 120V,,Quattro-II 12/3000/120-50/50 2x120V,QUA122305130,579 x 319 x 168,24.0,1260.00,1.1461,1444.09,1444,,,"Quattro-II 12/3000/120-50/50 2x120V QUA122305130 579 x 319 x 168 √ 24 € 1.260,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,59,INVERTER/CHARGERS 120V,,Quattro 12/5000/220-100/100 120V,QUA125021100,470 x 350 x 280,34.0,2593.00,1.1461,2971.84,2972,,,"Quattro 12/5000/220-100/100 120V QUA125021100 470 x 350 x 280 √ √ 34 € 2.593,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,60,INVERTER/CHARGERS 120V,,Quattro 12/5000/220-100/100 120V (UL 458),QUA125021102,470 x 350 x 280,36.0,2874.00,1.1461,3293.89,3294,,,"Quattro 12/5000/220-100/100 120V (UL 458) QUA125021102 470 x 350 x 280 √ √ 36 € 2.874,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,62,INVERTER/CHARGERS 120V,,MultiPlus C 24/2000/50-50 120V,CMP242200100,520 x 255 x 125,13.0,825.00,1.1461,945.53,946,,,"MultiPlus C 24/2000/50-50 120V CMP242200100 520 x 255 x 125 √ √ 13 € 825,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,63,INVERTER/CHARGERS 120V,,MultiPlus 24/2000/50-50 120V (UL 458),PMP242200102,506 x 234 x 147,15.0,838.00,1.1461,960.43,960,,,"MultiPlus 24/2000/50-50 120V (UL 458) PMP242200102 506 x 234 x 147 √ √ 15 € 838,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,64,INVERTER/CHARGERS 120V,,MultiPlus 24/3000/70-50 120V (UL 1741 and 458),PMP242301102,362 x 258 x 218,18.0,1265.00,1.1461,1449.82,1450,,,"MultiPlus 24/3000/70-50 120V (UL 1741 and 458) PMP242301102 362 x 258 x 218 √ √ 18 € 1.265,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,65,INVERTER/CHARGERS 120V,,MultiPlus-II 24/3000/70-50 120V,PMP242305100,536 x 277 x 147,19.0,952.00,1.1461,1091.09,1091,,,"MultiPlus-II 24/3000/70-50 120V PMP242305100 536 x 277 x 147 √ √ 19 € 952,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,66,INVERTER/CHARGERS 120V,,MultiPlus-II 24/3000/70-50 120V (UL 458),PMP242305102,536 x 277 x 147,19.0,1064.00,1.1461,1219.45,1219,,,"MultiPlus-II 24/3000/70-50 120V (UL 458) PMP242305102 536 x 277 x 147 √ √ 19 € 1.064,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,67,INVERTER/CHARGERS 120V,,MultiPlus-II 24/3000/70-50 2x120V (UL458),PMP242305132,536 x 277 x 147,19.0,1222.00,1.1461,1400.53,1401,,,"MultiPlus-II 24/3000/70-50 2x120V (UL458) PMP242305132 536 x 277 x 147 √ √ 19 € 1.222,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,68,INVERTER/CHARGERS 120V,,MultiPlus-II 24/5000/120-95 120V,PMP242505110,444 x 328 x 240,32.0,1730.00,1.1461,1982.75,1983,,,"Quattro MultiPlus-II 24/5000/120-95 120V PMP242505110 444 x 328 x 240 √ √ 32 € 1.730,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,69,INVERTER/CHARGERS 120V,,Quattro-II 24/3000/70-50/50 2x120V,QUA242305130,579 x 319 x 168,23.0,1197.00,1.1461,1371.88,1372,,,"Quattro-II 24/3000/70-50/50 2x120V QUA242305130 579 x 319 x 168 √ 23 € 1.197,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,70,INVERTER/CHARGERS 120V,,Quattro 24/5000/120-100/100 120V,QUA245023110,444 x 328 x 240,30.0,2282.00,1.1461,2615.40,2615,,,"Quattro 24/5000/120-100/100 120V QUA245023110 444 x 328 x 240 √ √ 30 € 2.282,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,71,INVERTER/CHARGERS 120V,,MultiPlus 48/2000/25-50 120V,PMP482200100,506 x 234 x 147,15.0,949.00,1.1461,1087.65,1088,,,"MultiPlus 48/2000/25-50 120V PMP482200100 506 x 234 x 147 √ √ 15 € 949,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,72,INVERTER/CHARGERS 120V,,MultiPlus-II 48/3000/35-50 120V,PMP482305100,536 x 277 x 147,20.0,950.00,1.1461,1088.79,1089,,,"MultiPlus-II 48/3000/35-50 120V PMP482305100 536 x 277 x 147 √ √ 20 € 950,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,73,INVERTER/CHARGERS 120V,,MultiPlus-II 48/3000/35-50 120V (UL 1741),PMP482305102,572 x 277 x 147,19.0,1016.00,1.1461,1164.44,1164,,,"MultiPlus-II 48/3000/35-50 120V (UL 1741) PMP482305102 572 x 277 x 147 √ √ 19 € 1.016,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,74,INVERTER/CHARGERS 120V,,MultiPlus-II 48/5000/70-95 120V,PMP482505110,676 x 330 x 164,32.0,1268.00,1.1461,1453.25,1453,,,"MultiPlus-II 48/5000/70-95 120V PMP482505110 676 x 330 x 164 √ √ 32 € 1.268,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,75,INVERTER/CHARGERS 120V,,MultiPlus-II 48/5000/70-95 120V (UL 1741),PMP482505120,676 x 330 x 164,32.0,1409.00,1.1461,1614.85,1615,,,"MultiPlus-II 48/5000/70-95 120V (UL 1741) PMP482505120 676 x 330 x 164 √ √ 32 € 1.409,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,76,INVERTER/CHARGERS 120V,,Quattro 48/3000/35-50/50 120V,QUA483021100,362 x 258 x 218,18.0,1271.00,1.1461,1456.69,1457,,,"Quattro 48/3000/35-50/50 120V QUA483021100 362 x 258 x 218 √ √ 18 € 1.271,00"
Victron Energy Pricelist 2026-Q2 Euro C Ex VAT,4,77,INVERTER/CHARGERS 120V,,Quattro 48/5000/70-100/100 120V,QUA485021100,444 x 328 x 240,30.0,1469.00,1.1461,1683.62,1684,,,"Quattro 48/5000/70-100/100 120V QUA485021100 444 x 328 x 240 √ √ 30 € 1.469,00"
